Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,158.779999,160.729996,158.330002,160.619995,156.151962,22622100
2020-01-03,158.320007,159.949997,158.059998,158.619995,154.207565,21116200
2020-01-06,157.080002,159.100006,156.509995,159.029999,154.606201,20813700
2020-01-07,159.320007,159.669998,157.320007,157.580002,153.196518,21634100
2020-01-08,158.929993,160.800003,157.949997,160.089996,155.636703,27746500
2020-01-09,161.839996,162.220001,161.029999,162.089996,157.581039,21385000
2020-01-10,162.820007,163.220001,161.179993,161.339996,156.851929,20725900
2020-01-13,161.759995,163.309998,161.259995,163.279999,158.737946,21626500
2020-01-14,163.389999,163.600006,161.720001,162.130005,157.619949,23477400
2020-01-15,162.619995,163.940002,162.570007,163.179993,158.640747,21417900
2020-01-16,164.350006,166.240005,164.029999,166.169998,161.547562,23865400
2020-01-17,167.419998,167.470001,165.429993,167.100006,162.451675,34371700
2020-01-21,166.679993,168.190002,166.429993,166.5,161.868362,29517200
2020-01-22,167.399994,167.490005,165.679993,165.699997,161.090622,24138800
2020-01-23,166.190002,166.800003,165.270004,166.720001,162.082245,19680800
2020-01-24,167.509995,167.529999,164.449997,165.039993,160.449005,24918100
2020-01-27,161.149994,163.380005,160.199997,162.279999,157.765762,32078100
2020-01-28,163.779999,165.759995,163.070007,165.460007,160.8573,24899900
2020-01-29,167.839996,168.75,165.690002,168.039993,163.365524,34754500
2020-01-30,174.050003,174.050003,170.789993,172.779999,167.973679,51597500
2020-01-31,172.210007,172.399994,169.580002,170.229996,165.494583,36142700
2020-02-03,170.429993,174.5,170.399994,174.380005,169.529175,30107000
2020-02-04,177.139999,180.639999,176.309998,180.119995,175.109512,36433300
2020-02-05,184.029999,184.199997,178.410004,179.899994,174.895599,39186300
2020-02-06,180.970001,183.820007,180.059998,183.630005,178.521866,27751400
2020-02-07,182.850006,185.630005,182.479996,183.889999,178.774612,33529100
2020-02-10,183.580002,188.839996,183.25,188.699997,183.450821,35844300
2020-02-11,190.649994,190.699997,183.5,184.440002,179.309311,53159900
2020-02-12,185.580002,185.850006,181.850006,184.710007,179.571838,47062900
2020-02-13,183.080002,186.229996,182.869995,183.710007,178.599655,35295800
2020-02-14,183.25,185.410004,182.649994,185.350006,180.194031,23149500
2020-02-18,185.610001,187.699997,185.5,187.229996,182.021713,27792200
2020-02-19,188.059998,188.179993,186.470001,187.279999,182.567642,29997500
2020-02-20,186.949997,187.25,181.100006,184.419998,179.779587,36862400
2020-02-21,183.169998,183.5,177.25,178.589996,174.096283,48572600
2020-02-24,167.770004,174.550003,163.229996,170.889999,166.590042,68311100
2020-02-25,174.199997,174.839996,167.649994,168.070007,163.841003,68073300
2020-02-26,169.710007,173.259995,168.210007,170.169998,165.888153,56206100
2020-02-27,163.320007,167.029999,157.979996,158.179993,154.199875,93174900
2020-02-28,152.410004,163.710007,152.0,162.009995,157.933472,97012700
2020-03-02,165.309998,172.919998,162.309998,172.789993,168.442245,71030800
2020-03-03,173.800003,175.0,162.259995,164.509995,160.37056,71677000
2020-03-04,168.490005,170.699997,165.619995,170.550003,166.258575,49814400
2020-03-05,166.050003,170.869995,165.690002,166.270004,162.086288,47817300
2020-03-06,162.610001,163.110001,156.0,161.570007,157.504578,72821100
2020-03-09,151.0,157.75,150.0,150.619995,146.830078,70419300
2020-03-10,158.160004,161.029999,152.580002,160.919998,156.870895,65354400
2020-03-11,157.130005,157.699997,151.149994,153.630005,149.764328,56371600
2020-03-12,145.300003,153.470001,138.580002,139.059998,135.560959,93226400
2020-03-13,147.5,161.910004,140.729996,158.830002,154.833496,92727400
2020-03-16,140.0,149.350006,135.0,135.419998,132.012527,87905900
2020-03-17,140.0,147.5,135.0,146.570007,142.882019,81059800
2020-03-18,138.0,146.0,135.020004,140.399994,136.867218,81593200
2020-03-19,142.770004,150.149994,139.0,142.710007,139.11911,85922700
2020-03-20,146.0,147.100006,135.860001,137.350006,133.893967,84866200
2020-03-23,137.009995,140.570007,132.520004,135.979996,132.558472,78975200
2020-03-24,143.75,149.600006,141.270004,148.339996,144.607468,82516700
2020-03-25,148.910004,154.330002,144.440002,146.919998,143.22316,75638200
2020-03-26,148.399994,156.660004,148.369995,156.110001,152.181931,64568100
2020-03-27,151.75,154.889999,149.199997,149.699997,145.933212,57042300
2020-03-30,152.440002,160.600006,150.009995,160.229996,156.198273,63420300
2020-03-31,159.399994,164.779999,156.559998,157.710007,153.741669,77927200
2020-04-01,153.0,157.75,150.820007,152.110001,148.282608,57969900
2020-04-02,151.860001,155.479996,150.360001,155.259995,151.353317,49630700
2020-04-03,155.100006,157.380005,152.190002,153.830002,149.95932,41243300
2020-04-06,160.320007,166.5,157.580002,165.270004,161.11145,67111700
2020-04-07,169.589996,170.0,163.259995,163.490005,159.376266,62769000
2020-04-08,165.669998,166.669998,163.5,165.130005,160.974976,48318200
2020-04-09,166.360001,167.369995,163.330002,165.139999,160.984741,51385100
2020-04-13,164.350006,165.570007,162.300003,165.509995,161.345413,41905300
2020-04-14,169.0,173.75,168.0,173.699997,169.32933,52874300
2020-04-15,171.199997,173.570007,169.240005,171.880005,167.55513,40940800
2020-04-16,174.300003,177.279999,172.899994,177.039993,172.585281,50479600
2020-04-17,179.5,180.0,175.869995,178.600006,174.106033,52765600
2020-04-20,176.630005,178.75,174.990005,175.059998,170.655121,36669600
2020-04-21,173.5,173.669998,166.110001,167.820007,163.59729,56203700
2020-04-22,171.389999,174.0,170.820007,173.520004,169.15387,34620200
2020-04-23,174.110001,175.059998,170.910004,171.419998,167.10672,32790800
2020-04-24,172.059998,174.559998,170.710007,174.550003,170.157944,34277600
2020-04-27,176.589996,176.899994,173.300003,174.050003,169.670532,33194400
2020-04-28,175.589996,175.669998,169.389999,169.809998,165.537201,34392700
2020-04-29,173.220001,177.679993,171.880005,177.429993,172.965485,51286600
2020-04-30,180.0,180.399994,176.229996,179.210007,174.700699,53875900
2020-05-01,175.800003,178.639999,174.009995,174.570007,170.17746,39370500
2020-05-04,174.490005,179.0,173.800003,178.839996,174.339996,30372900
2020-05-05,180.619995,183.649994,179.899994,180.759995,176.211685,36839200
2020-05-06,182.080002,184.199997,181.630005,182.539993,177.946869,32139300
2020-05-07,184.169998,184.550003,182.580002,183.600006,178.980209,28316000
2020-05-08,184.979996,185.0,183.360001,184.679993,180.033035,30877800
2020-05-11,183.149994,187.509995,182.850006,186.740005,182.041214,30892700
2020-05-12,186.800003,187.039993,182.300003,182.509995,177.917633,32038200
2020-05-13,182.550003,184.050003,176.539993,179.75,175.227127,44711500
2020-05-14,177.539993,180.690002,175.679993,180.529999,175.987457,41873900
2020-05-15,179.059998,187.059998,177.0,183.160004,178.551331,46610400
2020-05-18,185.75,186.199997,183.960007,184.910004,180.257248,35264500
2020-05-19,185.029999,186.600006,183.490005,183.630005,179.009476,26799100
2020-05-20,184.809998,185.850006,183.940002,185.660004,181.492462,31261300
2020-05-21,185.399994,186.669998,183.289993,183.429993,179.312531,29119500
2020-05-22,183.190002,184.460007,182.539993,183.509995,179.390701,20826900
2020-05-26,186.339996,186.5,181.100006,181.570007,177.494308,36073600
2020-05-27,180.199997,181.990005,176.600006,181.809998,177.728882,39517100
2020-05-28,180.740005,184.149994,180.380005,181.399994,177.32811,33810200
2020-05-29,182.729996,184.270004,180.410004,183.25,179.13652,42130400
2020-06-01,182.539993,183.0,181.460007,182.830002,178.725998,22622400
2020-06-02,184.25,185.0,181.350006,184.910004,180.759308,30794600
2020-06-03,184.820007,185.940002,183.580002,185.360001,181.199203,27311000
2020-06-04,184.300003,185.839996,182.300003,182.919998,178.813965,28761800
2020-06-05,182.619995,187.729996,182.009995,187.199997,182.997894,39893600
2020-06-08,185.940002,188.550003,184.440002,188.360001,184.131851,33211600
2020-06-09,188.0,190.699997,187.259995,189.800003,185.539536,29783900
2020-06-10,191.130005,198.520004,191.009995,196.839996,192.421524,43872300
2020-06-11,193.130005,195.759995,186.070007,186.270004,182.08876,52854700
2020-06-12,190.539993,191.720001,185.179993,187.740005,183.525757,43373600
2020-06-15,184.580002,190.820007,184.009995,188.940002,184.698837,32770200
2020-06-16,192.889999,195.580002,191.460007,193.570007,189.224915,42556700
2020-06-17,195.029999,196.320007,193.690002,194.240005,189.879883,25687800
